book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,image_url
1176,60584750,9.78E+12,Dennis Lehane,2001,Mystic River,en-US,4.19,https://images.gr-assets.com/books/1407109549m/21671.jpg
1177,99549344,9.78E+12,Isaac Marion,2010,Warm Bodies,,3.93,https://images.gr-assets.com/books/1323400027m/7619057.jpg
1178,451528352,9.78E+12,"Mark Twain, Everett H. Emerson",1881,The Prince and the Pauper,eng,3.84,https://images.gr-assets.com/books/1376406798m/62446.jpg
1179,340837942,9.78E+12,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1180,670021458,9.78E+12,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010,The Forty Rules of Love,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1181,330371231,9.78E+12,Janet Evanovich,1999,High Five,eng,4.17,https://images.gr-assets.com/books/1270849101m/6423.jpg
1182,1781162646,9.78E+12,Stephen King,2013,Joyland,eng,3.9,https://images.gr-assets.com/books/1348154483m/13596166.jpg
1183,1612620248,9.78E+12,"Hajime Isayama, Sheldon Drzka",2010,進撃の巨人 1,eng,4.42,https://images.gr-assets.com/books/1432712438m/13154150.jpg
1184,068480154X,9.78E+12,F. Scott Fitzgerald,1933,Tender Is the Night,en-US,3.83,https://images.gr-assets.com/books/1438797669m/46164.jpg
1185,038531258X,9.78E+12,Olive Ann Burns,1984,Cold Sassy Tree,,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1186,811214044,9.78E+12,Tennessee Williams,1945,The Glass Menagerie,eng,3.67,https://images.gr-assets.com/books/1391591003m/92517.jpg
1187,1609450787,9.78E+12,"Elena Ferrante, Ann Goldstein",2011,L'amica geniale,eng,3.88,https://images.gr-assets.com/books/1343064947m/13586707.jpg
1188,307353133,9.78E+12,Timothy Ferriss,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",eng,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1189,62515675,9.78E+12,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1190,670022691,9.78E+12,Amor Towles,2011,Rules of Civility,eng,3.99,https://images.gr-assets.com/books/1311705045m/10054335.jpg
1191,575077026,9.78E+12,Larry Niven,1970,Ringworld,eng,3.96,https://images.gr-assets.com/books/1408793358m/61179.jpg
1192,399254129,9.78E+12,Ruta Sepetys,2011,Between Shades of Gray,eng,4.36,https://images.gr-assets.com/books/1327873479m/7824322.jpg
1193,689818769,9.78E+12,"Andrew Clements, Brian Selznick",1996,Frindle,en-US,3.79,https://images.gr-assets.com/books/1344395824m/439173.jpg
1194,810983915,9.78E+12,Jeff Kinney,2009,Dog Days,en-US,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1195,62065246,9.78E+12,Louise Erdrich,2012,The Round House,eng,3.91,https://images.gr-assets.com/books/1352999408m/13602426.jpg
1196,,9.78E+12,Madeleine L'Engle,1973,A Wind in the Door,eng,4.07,https://images.gr-assets.com/books/1327464177m/18130.jpg
1197,006223742X,9.78E+12,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,eng,4.18,https://images.gr-assets.com/books/1399503802m/13615258.jpg
1198,385539258,9.78E+12,Hanya Yanagihara,2015,A Little Life,eng,4.27,https://images.gr-assets.com/books/1446469353m/22822858.jpg
1199,1563899809,9.78E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,"Y: The Last Man, Vol. 1: Unmanned",eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1200,765330423,9.78E+12,Brandon Sanderson,2011,The Alloy of Law,eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1201,,,Charlaine Harris,2011,Dead Reckoning,eng,3.77,https://images.gr-assets.com/books/1357679465m/7981206.jpg
1202,345452003,9.78E+12,"Anne Tyler, Jennifer Bassett",1985,The Accidental Tourist,eng,3.9,https://images.gr-assets.com/books/1502220282m/60792.jpg
1203,1442408928,9.78E+12,Benjamin Alire Sáenz,2012,Aristotle and Dante Discover the Secrets of the Universe,,4.34,https://images.gr-assets.com/books/1328320260m/12000020.jpg
1204,451528522,9.78E+12,H.G. Wells,1897,The Invisible Man,eng,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1205,,,"Haruki Murakami, Alfred Birnbaum",1985,世界の終りとハードボイルド・ワンダーランド [Sekai no owari to hādoboirudo wandārando],eng,4.15,https://images.gr-assets.com/books/1399844477m/10374.jpg
1206,61122092,9.78E+12,"Paulo Coelho, Alan R. Clarke",1994,Na margem do rio Piedra eu sentei e chorei,eng,3.57,https://images.gr-assets.com/books/1466877798m/1428.jpg
1207,1402726023,9.78E+12,"Johann David Wyss, Scott McKowen, Arthur Pober",1812,Der Schweizerische Robinson,eng,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1208,450542882,9.78E+12,Stephen King,1990,Four Past Midnight,en-GB,3.9,https://images.gr-assets.com/books/1321023197m/133266.jpg
1209,1937044963,9.78E+12,Jennifer Probst,2012,The Marriage Bargain,eng,3.81,https://images.gr-assets.com/books/1329319988m/13486122.jpg
1210,553213148,9.78E+12,L.M. Montgomery,1909,Anne of Avonlea,en-US,4.21,https://images.gr-assets.com/books/1305545757m/77390.jpg
1211,448405202,9.78E+12,"Watty Piper, Doris Hauman, George Hauman",1930,The Little Engine That Could,en-US,4.15,https://images.gr-assets.com/books/1352736875m/824204.jpg
1212,399162097,9.78E+12,Karen Joy Fowler,2013,We Are All Completely Beside Ourselves,eng,3.71,https://images.gr-assets.com/books/1364850195m/16176440.jpg
1213,765304740,9.78E+12,Orson Scott Card,1996,Children of the Mind,eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1214,679722769,9.78E+12,James Joyce,1922,Ulysses,eng,3.74,https://images.gr-assets.com/books/1428891345m/338798.jpg
1215,142401773,9.78E+12,Sarah Dessen,1998,Someone Like You,eng,3.94,https://images.gr-assets.com/books/1336001301m/816953.jpg
1216,312304358,9.78E+12,Alan Brennert,2003,Moloka'i,en-US,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1217,99471426,9.78E+12,Anne Rice,1990,The Witching Hour,eng,4.1,https://images.gr-assets.com/books/1327289387m/11901.jpg
1218,1581345283,9.78E+12,Frank E. Peretti,1986,This Present Darkness,eng,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1219,,,Jessica Sorensen,2012,The Coincidence of Callie & Kayden,eng,4.21,https://images.gr-assets.com/books/1353550763m/16113791.jpg
1220,1594634475,9.78E+12,Lauren Groff,2015,Fates and Furies,eng,3.56,https://images.gr-assets.com/books/1434750235m/24612118.jpg
1221,440243750,9.78E+12,Judy Blume,1998,Summer Sisters,,3.83,https://images.gr-assets.com/books/1167356646m/22695.jpg
1222,64400565,9.78E+12,"E.B. White, Garth Williams",1945,Stuart Little,en-US,3.88,https://images.gr-assets.com/books/1347367311m/138959.jpg
1223,380508567,9.78E+12,Isaac Asimov,1953,The Foundation Trilogy,eng,4.39,https://images.gr-assets.com/books/1316412178m/46654.jpg
1224,375708111,9.78E+12,Brian Greene,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",en-US,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1225,64408639,9.78E+12,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,eng,3.97,https://images.gr-assets.com/books/1320706187m/131123.jpg
1226,312980140,9.78E+12,Janet Evanovich,2001,Seven Up,en-US,4.15,https://images.gr-assets.com/books/1311720512m/6424.jpg
1227,61662763,9.78E+12,Kelley Armstrong,2009,The Awakening,eng,4.16,https://images.gr-assets.com/books/1478986806m/5391115.jpg
1228,451459407,9.78E+12,Jim Butcher,2003,Death Masks,eng,4.32,https://images.gr-assets.com/books/1345557713m/91479.jpg
1229,152802177,9.78E+12,Janell Cannon,1993,Stellaluna,en-US,4.22,https://images.gr-assets.com/books/1275583521m/786256.jpg
1230,575077883,9.78E+12,Joe Abercrombie,2007,Before They Are Hanged,eng,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1231,345494997,9.78E+12,Nancy Horan,2007,Loving Frank,en-US,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1232,312983867,9.78E+12,"Janet Evanovich, Lorelei King",2002,Hard Eight,en-US,4.17,https://images.gr-assets.com/books/1479699438m/6425.jpg
1233,60566221,9.78E+12,"Lemony Snicket, Brett Helquist",2001,The Vile Village,eng,3.94,https://images.gr-assets.com/books/1352066958m/150037.jpg
1234,446359408,9.78E+12,Flora Rheta Schreiber,1973,Sybil,en-US,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1235,375508325,9.78E+12,Carl Sagan,1980,Cosmos,eng,4.35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1236,1400032822,9.78E+12,Chuck Palahniuk,2005,Haunted: A Novel of Stories,eng,3.59,https://images.gr-assets.com/books/1391152326m/22288.jpg
1237,051722285X,9.78E+12,Rosamunde Pilcher,1987,The Shell Seekers,eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1238,1932416641,9.78E+12,Dave Eggers,2006,What Is the What: The Autobiography of Valentino Achak Deng,eng,4.16,https://images.gr-assets.com/books/1328837457m/4952.jpg
1239,140003471X,9.78E+12,"Gabriel García Márquez, Gregory Rabassa",1981,Crónica de una muerte anunciada,eng,3.95,https://images.gr-assets.com/books/1430736599m/23878.jpg
1240,582416396,9.78E+12,"Ronald Holt, Arthur Conan Doyle",1891,A Scandal in Bohemia,,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1241,805093079,9.78E+12,"Bill O'Reilly, Martin Dugard",2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,eng,4.02,https://images.gr-assets.com/books/1317793681m/10587120.jpg
1242,307265749,9.78E+12,Jhumpa Lahiri,2013,The Lowland,eng,3.82,https://images.gr-assets.com/books/1366930267m/17262100.jpg
1243,142406635,9.78E+12,John Flanagan,2004,The Ruins of Gorlan,eng,4.2,https://images.gr-assets.com/books/1293952830m/60400.jpg
1244,067001110X,9.78E+12,Laurie Halse Anderson,2009,Wintergirls,eng,3.98,https://images.gr-assets.com/books/1346343878m/5152478.jpg
1245,385339674,9.78E+12,John Grisham,2000,The Brethren,,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1246,553565699,9.78E+12,Robin Hobb,1997,Assassin's Quest,eng,4.18,https://images.gr-assets.com/books/1399584431m/45112.jpg
1247,451194004,9.78E+12,Ira Levin,1967,Rosemary's Baby,eng,3.96,https://images.gr-assets.com/books/1327878603m/228296.jpg
1248,375507779,9.78E+12,"Stephen King, Peter Straub",1984,The Talisman,en-US,4.12,https://images.gr-assets.com/books/1170530286m/59219.jpg
1249,812550293,9.78E+12,Robert Jordan,1998,The Path of Daggers,eng,3.9,https://images.gr-assets.com/books/1390508613m/140974.jpg
1250,140042520,9.78E+12,Jack Kerouac,1958,The Dharma Bums,en-US,3.94,https://images.gr-assets.com/books/1428986082m/412732.jpg
1251,1841497126,9.78E+12,Kelley Armstrong,2010,The Reckoning,en-GB,4.21,https://images.gr-assets.com/books/1327154591m/6468666.jpg
1252,1400067553,9.78E+12,Katherine Boo,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",en-US,3.97,https://images.gr-assets.com/books/1315601232m/11869272.jpg
1253,152058109,9.78E+12,"P.L. Travers, Mary Shepard",1934,Mary Poppins,en-US,4.05,https://images.gr-assets.com/books/1327947805m/152380.jpg
1254,553804685,9.78E+12,Scott Lynch,2007,Red Seas Under Red Skies,eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1255,679734775,9.78E+12,Sandra Cisneros,1984,The House on Mango Street,eng,3.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1256,670018708,9.78E+12,David Benioff,2008,City of Thieves,en-GB,4.28,https://images.gr-assets.com/books/1392015757m/1971304.jpg
1257,61245089,9.78E+12,Jeaniene Frost,2007,Halfway to the Grave,eng,4.18,https://images.gr-assets.com/books/1373855613m/1421990.jpg
1258,141318309,9.78E+12,"Roald Dahl, Quentin Blake",1980,The Twits,eng,3.94,https://images.gr-assets.com/books/1406090629m/31456.jpg
1259,60278250,9.78E+12,Garth Nix,2003,Abhorsen,en-US,4.29,https://images.gr-assets.com/books/1401683669m/334643.jpg
1260,446612545,9.78E+12,"James Patterson, Peter de Jonge",2002,The Beach House,eng,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1261,751504572,9.78E+12,Stephen King,1987,Eyes of the Dragon,eng,3.92,https://images.gr-assets.com/books/1430121758m/10611.jpg
1262,441104029,9.78E+12,Frank Herbert,1976,Children of Dune,eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1263,1841499889,9.78E+12,James S.A. Corey,2011,Leviathan Wakes,eng,4.2,https://images.gr-assets.com/books/1411013134m/8855321.jpg
1264,1619636042,9.78E+12,Sarah J. Maas,2015,Queen of Shadows,eng,4.6,https://images.gr-assets.com/books/1441230104m/18006496.jpg
1265,679729771,9.78E+12,Art Spiegelman,1991,Maus II : And Here My Troubles Began ,eng,4.41,https://images.gr-assets.com/books/1327887479m/15197.jpg
1266,140501827,9.78E+12,Ezra Jack Keats,1962,The Snowy Day,eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1267,747267634,9.78E+12,Janet Evanovich,2003,To the Nines,eng,4.16,https://images.gr-assets.com/books/1169433446m/40331.jpg
1268,312554192,9.78E+12,Emily Giffin,2012,Where We Belong,en-US,3.86,https://images.gr-assets.com/books/1340320747m/12987977.jpg
1269,385495226,9.78E+12,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1,https://images.gr-assets.com/books/1413747743m/16213.jpg
1270,99448475,9.78E+12,"Haruki Murakami, Philip Gabriel",1999,スプートニクの恋人 [Supūtoniku no Koibito],eng,3.82,https://images.gr-assets.com/books/1486764070m/9557.jpg
1271,670024856,9.78E+12,Elizabeth Gilbert,2012,The Signature of All Things,eng,3.81,https://images.gr-assets.com/books/1364277893m/17465453.jpg
1272,1592402038,9.78E+12,Lynne Truss,2003,"Eats, Shoots and Leaves",en-US,3.86,https://images.gr-assets.com/books/1473392595m/8600.jpg
1273,60572965,9.78E+12,Kim Harrison,2004,Dead Witch Walking,en-US,4.04,https://images.gr-assets.com/books/1391713381m/30264.jpg
1274,399231900,9.78E+12,"Clement C. Moore, Jan Brett",1986,,en-US,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1275,752898477,9.78E+12,Diana Gabaldon,2009,An Echo in the Bone,eng,4.42,https://images.gr-assets.com/books/1370918297m/2832909.jpg
1276,61996165,9.78E+12,Cynthia Hand,2011,Unearthly,en-US,4.06,https://images.gr-assets.com/books/1324782984m/7488244.jpg
1277,310226058,9.78E+12,Lee Strobel,1988,The Case for Christ,,4.1,https://images.gr-assets.com/books/1448776489m/73186.jpg
1278,812577566,9.78E+12,Robert Jordan,2005,Knife of Dreams,en-US,4.12,https://images.gr-assets.com/books/1397856387m/13888.jpg
1279,440421705,9.78E+12,Carl Hiaasen,2002,Hoot,eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1280,679729526,9.78E+12,"Virgil, Robert Fitzgerald",-17,Æneis,eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1281,1594487367,9.78E+12,Junot Díaz,2012,This is How You Lose Her,eng,3.75,https://images.gr-assets.com/books/1342596676m/13503109.jpg
1282,307265838,9.78E+12,"Haruki Murakami, Jay Rubin",2004,アフターダーク [Afutā dāku],eng,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1283,553375407,9.78E+12,Daniel Quinn,1992,Ishmael: An Adventure of the Mind and Spirit,en-US,3.97,https://images.gr-assets.com/books/1388180479m/227265.jpg
1284,1416995552,9.78E+12,Jenny Han,2010,It's Not Summer Without You,en-US,4.14,https://images.gr-assets.com/books/1479864019m/6584188.jpg
1285,373210493,9.78E+12,Katie McGarry,2012,Pushing the Limits,eng,4.08,https://images.gr-assets.com/books/1322770025m/10194514.jpg
1286,439321611,9.78E+12,"Kennilworthy Whisp, J.K. Rowling",2001,Quidditch Through the Ages,eng,3.85,https://images.gr-assets.com/books/1369689506m/111450.jpg
1287,395401461,9.78E+12,"Harry Allard, James  Marshall",1977,Miss Nelson Is Missing!,eng,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1288,451196716,9.78E+12,"Richard Bachman, Stephen King",1979,The Long Walk,eng,4.11,https://images.gr-assets.com/books/1309212400m/9014.jpg
1289,60566213,9.78E+12,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,eng,4.01,https://images.gr-assets.com/books/1352066916m/172327.jpg
1290,385732538,9.78E+12,Lois Lowry,2004,Messenger ,eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1291,451412354,9.78E+12,J.R. Ward,2007,Lover Revealed,eng,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1292,385516487,9.78E+12,"Stephen King, Jerry N. Uelsmann",2005,'Salem's Lot The Illustrated Edition,eng,4.25,https://images.gr-assets.com/books/1320478491m/5413.jpg
1293,316057770,9.78E+12,"Trenton Lee Stewart, Carson Ellis",2007,The Mysterious Benedict Society,en-US,4.14,https://images.gr-assets.com/books/1342715444m/83369.jpg
1294,446579807,9.78E+12,Christopher Hitchens,2007,God is Not Great: How Religion Poisons Everything,eng,3.96,https://images.gr-assets.com/books/1411218313m/43369.jpg
1295,1301627445,9.78E+12,Abbi Glines,2013,"Never Too Far (Too Far, #2)",eng,4.21,https://images.gr-assets.com/books/1356822956m/17029526.jpg
1296,61015733,9.78E+12,Michael Crichton,2004,State of Fear,eng,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1297,316122386,9.78E+12,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,eng,3.8,https://images.gr-assets.com/books/1337187623m/10798416.jpg
1298,786836547,9.78E+12,Jonathan Stroud,2004,The Golem's Eye,en-US,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1299,184243022X,9.78E+12,Tom Robbins,1980,Still Life with Woodpecker,eng,4.04,https://images.gr-assets.com/books/1308749778m/9566.jpg
1300,156031663,9.78E+12,Jenna Blum,2004,Those Who Save Us,en-US,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1301,385340540,9.78E+12,John Grisham,2005,The Broker,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1302,1595143971,9.78E+12,Beth Revis,2011,Across the Universe,eng,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1303,671250671,9.78E+12,M. Scott Peck,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,4.03,https://images.gr-assets.com/books/1322673263m/347852.jpg
